brand,model,year,mileage,engine_capacity,transmission,body_type,fuel_type,color,doors,price_usd
Hyundai,Solaris,2015,35094,2.7,CVT,SUV,Hybrid,White,3,64224.0
Mercedes,E-Class,2009,194473,2.5,CVT,Wagon,Diesel,Black,4,36548.05
Audi,A6,2006,22152,1.4,Automatic,Sedan,Diesel,Grey,3,41450.01
Nissan,Teana,2012,204685,2.4,CVT,Hatchback,Diesel,Silver,2,30388.69
Honda,Civic,2004,241201,2.0,Automatic,Coupe,Electric,Green,5,31316.8
Nissan,X-Trail,2000,46235,1.0,Automatic,Hatchback,Diesel,Silver,4,27256.58
Audi,Q5,2014,244187,1.0,CVT,SUV,Diesel,Green,5,37999.52
Honda,CR-V,2014,50094,2.2,Automatic,SUV,Diesel,Green,5,40890.16
Volkswagen,Touareg,2007,297850,1.5,Automatic,SUV,Diesel,Brown,3,25391.66
Toyota,Land Cruiser,2020,51500,1.8,Robot,Wagon,Petrol,Red,5,42564.37
Hyundai,Solaris,2013,49314,1.0,Automatic,Hatchback,Petrol,Red,5,33579.01
Hyundai,Elantra,2010,132001,2.0,Manual,Coupe,Petrol,White,4,31194.31
Mercedes,GLE,2012,114527,2.7,Automatic,Hatchback,Electric,Black,4,47886.1
Volkswagen,Golf,2010,22769,2.5,CVT,Hatchback,Diesel,Grey,2,43242.37
Toyota,RAV4,2020,223720,1.2,Manual,Sedan,Electric,Black,3,36855.98
Audi,Q7,2007,186502,3.5,Manual,Sedan,Electric,Black,3,39899.86
Honda,Civic,2016,232647,1.5,CVT,Sedan,Diesel,Silver,4,28804.58
Volkswagen,Passat,2023,131765,1.2,Automatic,Sedan,Petrol,Green,2,41944.32
Toyota,Camry,2011,158264,1.2,CVT,Wagon,Petrol,Black,5,27061.64
Mercedes,E-Class,2013,28273,1.2,Automatic,SUV,Petrol,White,5,49730.87
Kia,Cerato,2013,189807,2.7,Automatic,Hatchback,Electric,Brown,5,40271.77
BMW,5 Series,2015,92776,5.0,Automatic,Hatchback,Electric,Grey,3,58867.93
Mercedes,C-Class,2015,248155,1.6,Robot,Hatchback,Electric,Silver,3,48565.02
BMW,5 Series,2022,204318,1.0,CVT,Wagon,Petrol,White,3,45455.04
Kia,Sorento,2018,269432,1.4,Robot,Wagon,Hybrid,Green,2,30320.52
Honda,CR-V,2018,142207,1.6,Automatic,Coupe,Electric,Brown,4,46152.49
Audi,Q5,2008,134035,1.0,Robot,SUV,Diesel,Red,5,37506.84
BMW,X3,2004,169180,2.2,Automatic,SUV,Hybrid,Brown,2,37780.4
Volkswagen,Touareg,2014,82124,1.0,Automatic,SUV,Petrol,Blue,5,40041.89
Toyota,RAV4,2010,54203,1.4,Robot,Wagon,Hybrid,Green,5,41810.5
Toyota,Camry,2008,153033,1.5,Automatic,Hatchback,Petrol,White,3,25972.75
Kia,Sorento,2003,267983,1.0,CVT,SUV,Electric,Black,5,25293.38
Honda,Civic,2023,61852,3.5,Robot,Hatchback,Electric,Silver,3,56607.94
Kia,Sorento,2018,219559,1.2,CVT,Sedan,Diesel,Silver,3,31695.37
Volkswagen,Touareg,2016,189053,1.6,Manual,Coupe,Electric,Green,5,37347.87
Volkswagen,Tiguan,2001,38769,3.5,Automatic,Coupe,Electric,Green,2,46508.56
Kia,Sportage,2001,287551,2.4,Robot,Sedan,Diesel,Blue,4,21329.44
Audi,Q5,2001,268044,4.0,Manual,Hatchback,Diesel,Blue,5,31439.06
Mercedes,C-Class,2015,66794,5.0,CVT,SUV,Electric,White,2,70267.36
Hyundai,Solaris,2008,277972,2.4,Manual,Sedan,Diesel,Brown,4,30399.45
Nissan,Patrol,2019,284171,1.0,Automatic,Wagon,Hybrid,Silver,3,33098.06
Audi,A4,2017,188635,1.4,CVT,Hatchback,Hybrid,Grey,3,38669.67
Volkswagen,Tiguan,2000,161340,2.7,Automatic,Hatchback,Hybrid,Brown,2,30662.79
Hyundai,Santa Fe,2001,159574,2.4,CVT,SUV,Hybrid,Green,5,31540.64
BMW,X3,2003,200180,5.0,CVT,Wagon,Petrol,Black,3,33233.85
Kia,Cerato,2007,97547,1.8,Automatic,SUV,Hybrid,Silver,3,44375.61
Volkswagen,Tiguan,2012,91851,1.4,Automatic,Coupe,Petrol,Green,3,36666.96
Toyota,Corolla,2005,249128,2.5,CVT,Sedan,Hybrid,Red,4,30410.72
Audi,A4,2018,278427,2.5,Manual,Hatchback,Hybrid,Red,2,42894.98
BMW,X5,2000,297705,1.4,Manual,Sedan,Hybrid,Black,3,29454.34
Volkswagen,Golf,2004,207977,1.2,Manual,Sedan,Petrol,Black,2,17625.34
Nissan,Almera,2021,42362,2.4,Automatic,SUV,Hybrid,Grey,2,57939.26
Audi,A6,2014,40868,2.2,Manual,Sedan,Petrol,Green,4,44227.33
Volkswagen,Golf,2013,294676,4.0,Manual,Sedan,Electric,Black,4,31315.75
Hyundai,Solaris,2017,148055,2.7,Manual,Sedan,Diesel,Brown,5,45369.73
Audi,Q7,2001,106446,1.6,Robot,Hatchback,Petrol,Green,5,27207.81
BMW,5 Series,2019,189469,2.2,Manual,SUV,Diesel,Black,3,47180.85
Volkswagen,Golf,2012,249708,1.0,Automatic,Sedan,Petrol,Grey,5,22995.15
Hyundai,Santa Fe,2013,239282,2.7,Robot,Coupe,Electric,Brown,2,32212.72
Kia,Sorento,2001,163405,3.5,Robot,Hatchback,Electric,Grey,5,37256.61
Ford,Focus,2017,167570,4.0,Manual,Wagon,Hybrid,Grey,2,41047.25
Mercedes,GLE,2021,12453,1.0,Automatic,SUV,Petrol,Red,3,57206.38
BMW,3 Series,2014,202222,1.5,CVT,Wagon,Electric,Green,3,41471.83
Kia,Rio,2014,141220,3.5,Robot,Sedan,Diesel,White,3,34761.43
Nissan,Almera,2021,23119,1.8,Automatic,Wagon,Hybrid,Red,5,39467.57
Honda,Accord,2004,28634,2.4,CVT,SUV,Hybrid,Blue,4,43279.99
BMW,3 Series,2018,45955,2.5,CVT,Sedan,Hybrid,Green,4,56804.26
Honda,Accord,2018,249406,1.5,Robot,Coupe,Diesel,Silver,2,32887.48
Toyota,RAV4,2009,98991,2.2,Manual,Wagon,Electric,Green,4,44844.44
Volkswagen,Tiguan,2008,72427,2.5,CVT,Coupe,Petrol,Red,2,37850.76
Mercedes,GLE,2010,257575,1.8,Manual,Hatchback,Diesel,Green,4,32950.42
Mercedes,GLC,2023,51052,1.5,Manual,SUV,Hybrid,White,3,70547.28
BMW,X3,2002,288032,1.5,Automatic,Sedan,Diesel,Blue,2,26476.32
Hyundai,Tucson,2016,63627,4.0,Automatic,Hatchback,Diesel,Grey,3,52777.33
Kia,Cerato,2022,13162,3.0,Automatic,Sedan,Electric,Silver,3,59842.11
Volkswagen,Passat,2002,59090,1.5,Manual,SUV,Petrol,Brown,2,37558.49
Ford,Kuga,2013,24248,1.4,CVT,Hatchback,Diesel,White,2,39537.65
Volkswagen,Passat,2023,270248,5.0,CVT,Coupe,Diesel,Red,4,52221.48
Mercedes,E-Class,2007,247605,3.5,CVT,Wagon,Hybrid,Grey,5,46587.83
Volkswagen,Touareg,2008,29602,2.2,CVT,Wagon,Diesel,Blue,4,40997.65
Nissan,X-Trail,2023,39278,2.2,Robot,Wagon,Diesel,Grey,3,43920.66
Honda,Civic,2006,237031,2.0,Robot,SUV,Diesel,Grey,2,25410.7
Ford,Kuga,2012,415,2.5,Manual,Wagon,Diesel,Blue,2,48664.7
Ford,Focus,2000,176371,2.0,Automatic,SUV,Hybrid,Brown,4,29166.35
Mercedes,GLE,2018,38912,2.4,Manual,Hatchback,Diesel,Brown,4,61583.97
Toyota,Corolla,2006,297909,5.0,CVT,Hatchback,Petrol,Red,5,34065.23
Audi,Q5,2016,9529,1.6,CVT,SUV,Diesel,White,3,58074.96
Honda,Accord,2014,183564,3.5,Robot,SUV,Electric,Red,3,48008.97
Kia,Rio,2008,186845,2.2,CVT,SUV,Diesel,Grey,4,32721.61
Mercedes,GLE,2009,102012,1.5,Automatic,Coupe,Diesel,Blue,5,41849.98
Toyota,Land Cruiser,2012,16375,2.2,Automatic,Hatchback,Hybrid,Black,2,47290.88
Ford,Kuga,2000,120270,1.4,Automatic,Sedan,Electric,Red,5,24658.76
Mercedes,GLC,2015,46546,2.2,Manual,Wagon,Electric,Black,5,54878.08
Honda,Accord,2003,232686,3.5,Robot,Hatchback,Hybrid,Green,3,27526.13
Honda,Civic,2018,137662,2.4,CVT,Sedan,Electric,Brown,5,50504.68
Nissan,Teana,2014,266744,1.4,Robot,SUV,Hybrid,Grey,2,37387.56
Hyundai,Solaris,2006,124581,4.0,Automatic,Coupe,Diesel,Silver,4,38098.69
Mercedes,C-Class,2008,27410,2.0,Robot,Coupe,Hybrid,Black,5,55056.43
Kia,Rio,2008,108546,1.8,Robot,SUV,Electric,Brown,5,42345.83
Ford,Kuga,2019,200280,3.5,CVT,Wagon,Electric,Brown,2,39494.71
Toyota,Camry,2005,94841,2.7,Manual,SUV,Diesel,Brown,2,41266.93
Ford,Mondeo,2015,260158,5.0,Robot,Sedan,Electric,Blue,4,44302.68
Kia,Rio,2004,16533,1.4,Automatic,Sedan,Petrol,Red,4,32873.73
Nissan,Teana,2020,13654,3.5,Robot,Wagon,Petrol,Silver,3,47955.44
Honda,Accord,2006,196006,1.4,Automatic,Sedan,Diesel,Silver,5,23526.69
BMW,X3,2010,130538,2.4,Robot,Hatchback,Hybrid,Blue,5,44442.26
Volkswagen,Golf,2002,49999,2.5,Robot,SUV,Diesel,Green,5,37860.92
Toyota,Corolla,2000,170010,2.0,CVT,Wagon,Petrol,Grey,3,24194.73
Honda,Civic,2021,120135,1.2,Manual,Coupe,Diesel,Silver,5,46587.27
Audi,A4,2022,72554,4.0,Automatic,Sedan,Hybrid,Silver,5,65949.08
Honda,Accord,2014,268116,1.0,Automatic,Hatchback,Hybrid,Grey,4,23367.21
BMW,3 Series,2010,228648,1.6,Manual,Sedan,Petrol,Red,2,34402.53
Volkswagen,Touareg,2001,18,2.7,Manual,Coupe,Petrol,White,3,37421.61
BMW,5 Series,2003,236847,2.0,Automatic,Coupe,Hybrid,White,4,36647.35
Toyota,Camry,2006,77318,2.2,CVT,Sedan,Hybrid,Green,2,34285.84
Toyota,RAV4,2005,178728,4.0,Automatic,Wagon,Diesel,Grey,3,29910.31
Hyundai,Solaris,2019,80501,1.6,Robot,SUV,Electric,Red,2,49726.62
Audi,A4,2021,83035,1.8,CVT,SUV,Petrol,Grey,2,60595.49
Toyota,Camry,2008,74525,2.4,Manual,Coupe,Hybrid,Red,4,41724.86
Volkswagen,Passat,2015,214514,1.6,Robot,SUV,Diesel,Brown,5,38264.83
Honda,Civic,2008,78283,2.5,Automatic,Hatchback,Electric,Red,3,43093.36
Ford,Mondeo,2023,133271,1.6,Robot,Hatchback,Hybrid,Green,3,43859.93
Honda,Accord,2011,13894,2.4,Robot,Sedan,Diesel,White,3,49537.04
Mercedes,C-Class,2005,212718,3.0,Robot,Sedan,Petrol,Silver,3,31354.05
Ford,Mondeo,2020,169173,1.5,Manual,SUV,Electric,Red,3,43822.58
Kia,Rio,2005,211594,3.5,Robot,Hatchback,Hybrid,Grey,4,34350.86
Honda,CR-V,2020,235612,2.2,Automatic,SUV,Petrol,Grey,2,37880.91
Kia,Sportage,2016,81983,2.0,Automatic,Hatchback,Diesel,Silver,3,38299.13
Mercedes,C-Class,2014,264602,2.5,Robot,Coupe,Electric,Brown,3,50350.19
BMW,X5,2012,274507,1.4,Manual,Hatchback,Petrol,Brown,3,27606.85
Volkswagen,Touareg,2014,215692,1.6,Automatic,Wagon,Electric,Blue,4,41576.01
Ford,Mondeo,2013,103018,3.0,Automatic,Sedan,Electric,Blue,3,43598.88
Volkswagen,Passat,2021,149703,1.6,Manual,Hatchback,Petrol,Brown,3,32958.53
Audi,Q7,2015,222190,2.4,Automatic,Wagon,Electric,Blue,2,34238.35
Nissan,Almera,2000,285410,3.0,Robot,Coupe,Hybrid,Red,3,34493.36
Nissan,Patrol,2000,254799,1.5,Automatic,SUV,Hybrid,Black,3,24307.86
Toyota,RAV4,2009,119097,5.0,Automatic,Wagon,Electric,White,4,50511.82
Ford,Mondeo,2010,144121,2.5,Manual,SUV,Electric,Black,3,42378.47
Volkswagen,Touareg,2003,33178,2.2,Automatic,SUV,Diesel,Silver,3,41689.26
Ford,Kuga,2014,171140,2.2,Automatic,Coupe,Electric,Green,4,43805.16
Nissan,Patrol,2009,3582,4.0,Manual,Coupe,Petrol,White,2,41921.01
Mercedes,C-Class,2010,192811,1.4,Automatic,SUV,Petrol,Blue,4,43783.84
Hyundai,Elantra,2015,236641,2.2,CVT,Coupe,Hybrid,Blue,5,38766.47
Nissan,Teana,2015,237895,3.5,Robot,Sedan,Diesel,Green,3,45310.14
Honda,Civic,2008,146104,2.0,CVT,Coupe,Electric,Brown,4,43698.2
Volkswagen,Passat,2005,255152,2.4,Manual,Coupe,Diesel,Black,5,27238.83
Audi,A6,2022,218898,5.0,Robot,SUV,Petrol,Red,5,48845.86
Toyota,Land Cruiser,2011,29114,5.0,Robot,Coupe,Electric,Black,2,48145.28
Toyota,Corolla,2021,132019,1.8,Manual,SUV,Hybrid,Silver,2,48208.33
Honda,Accord,2019,204390,1.6,Automatic,Sedan,Diesel,Green,4,35647.4
Toyota,RAV4,2019,109955,3.5,Automatic,SUV,Hybrid,Blue,2,58826.37
Kia,Sorento,2007,109602,1.2,Manual,Wagon,Diesel,Blue,3,36595.49
Kia,Sportage,2008,225612,3.0,CVT,Wagon,Hybrid,Red,4,37259.47
Ford,Focus,2010,190664,2.0,Robot,Hatchback,Hybrid,Green,2,32605.72
Honda,Civic,2000,61321,2.0,Manual,Coupe,Diesel,Brown,5,27640.2
Mercedes,E-Class,2013,232842,1.4,CVT,Hatchback,Electric,Brown,2,33830.29
Honda,CR-V,2003,183643,2.4,Robot,Wagon,Electric,Blue,3,24697.94
Toyota,Land Cruiser,2019,165529,2.2,Robot,Hatchback,Diesel,Brown,2,37060.93
Honda,Civic,2022,84963,3.5,Robot,SUV,Hybrid,Black,4,65109.61
Honda,CR-V,2023,124750,1.0,Robot,Wagon,Hybrid,Brown,2,46702.82
Audi,Q5,2014,250927,2.7,Manual,SUV,Electric,Black,2,51865.02
Kia,Sorento,2021,50357,1.6,Manual,Coupe,Diesel,Green,2,45678.55
Hyundai,Elantra,2012,282287,1.6,Manual,Hatchback,Diesel,Silver,5,28080.3
Honda,Civic,2006,264349,1.4,CVT,Wagon,Hybrid,Brown,2,21303.82
Ford,Focus,2007,14620,1.5,Robot,Hatchback,Diesel,Grey,5,32123.97
Toyota,Land Cruiser,2020,83086,2.2,Automatic,Hatchback,Electric,Green,5,46846.62
Kia,Cerato,2012,289707,1.0,Robot,SUV,Diesel,Brown,5,27188.54
Nissan,Teana,2017,167820,3.5,Robot,Wagon,Electric,Grey,2,41430.12
Ford,Mondeo,2001,81583,1.0,Robot,Coupe,Electric,Red,5,32348.52
Nissan,X-Trail,2006,211270,1.2,Manual,Hatchback,Electric,Green,2,26227.8
Kia,Rio,2011,62679,1.8,CVT,Coupe,Hybrid,Brown,4,47749.55
Mercedes,C-Class,2013,145609,1.8,Automatic,Wagon,Electric,Silver,3,51334.47
Honda,Accord,2012,94877,1.2,Automatic,Wagon,Petrol,Blue,4,33637.67
Mercedes,GLC,2022,144654,1.0,Robot,Wagon,Electric,White,2,64346.11
Ford,Focus,2011,268451,4.0,Manual,Wagon,Hybrid,Blue,4,38583.49
Audi,A6,2023,186478,1.6,CVT,SUV,Diesel,Red,5,47546.0
Hyundai,Santa Fe,2014,73042,3.0,Robot,Sedan,Petrol,Blue,3,31509.01
Ford,Kuga,2004,291242,2.5,Manual,Wagon,Petrol,Green,4,24558.44
Nissan,Patrol,2001,171481,3.5,Robot,Coupe,Petrol,Red,2,29401.62
Ford,Mondeo,2020,287901,2.7,Robot,Sedan,Hybrid,Grey,2,44285.69
Ford,Focus,2000,151170,2.2,Robot,SUV,Petrol,Red,2,27575.82
Volkswagen,Golf,2005,274722,2.5,Robot,Hatchback,Diesel,Black,5,30214.01
BMW,X3,2018,299221,2.4,Manual,Coupe,Petrol,White,4,39983.66
BMW,X5,2018,291525,3.0,CVT,Wagon,Electric,White,5,59257.37
Ford,Focus,2008,196334,2.2,Manual,Sedan,Diesel,Black,3,27560.01
Volkswagen,Touareg,2007,185024,5.0,Automatic,Wagon,Electric,Black,4,42466.31
BMW,X3,2003,271994,1.8,Robot,Sedan,Electric,Green,2,37500.5
Kia,Sportage,2018,155958,2.7,CVT,Sedan,Diesel,Blue,4,41752.66
Ford,Mondeo,2000,239990,1.8,CVT,Wagon,Hybrid,Grey,2,26067.15
BMW,5 Series,2002,288835,2.7,Robot,SUV,Hybrid,Brown,3,35520.57
BMW,X3,2023,81499,1.2,Robot,Hatchback,Electric,Blue,2,56654.41
Nissan,Almera,2016,80667,2.0,Manual,Wagon,Electric,Red,4,44221.42
Honda,Accord,2015,420,2.4,CVT,Sedan,Diesel,Brown,5,43748.85
Mercedes,GLE,2019,279037,1.2,Robot,Wagon,Diesel,Silver,3,47578.48
Ford,Kuga,2005,226073,4.0,Manual,Coupe,Electric,Green,4,42348.08
Audi,Q7,2006,165205,2.7,CVT,Coupe,Petrol,Silver,3,33020.79
Honda,CR-V,2003,154736,1.8,CVT,Hatchback,Petrol,Silver,5,24161.89
Honda,Accord,2021,205404,1.6,Automatic,Hatchback,Petrol,White,3,31965.18
Mercedes,E-Class,2013,38655,5.0,Manual,Wagon,Diesel,Black,4,51412.98
Ford,Kuga,2000,249526,1.0,Robot,Hatchback,Electric,Silver,3,25470.6
Nissan,Teana,2010,277249,1.2,Manual,Wagon,Hybrid,White,3,32115.73
Kia,Sorento,2007,298167,1.0,Manual,Wagon,Diesel,Green,3,20132.74
Kia,Sportage,2009,141296,3.5,Automatic,SUV,Electric,White,4,44185.45
Toyota,Corolla,2000,44764,1.6,Automatic,Coupe,Hybrid,Red,5,32359.56
Honda,CR-V,2012,203154,3.5,CVT,Wagon,Hybrid,Black,2,41546.62
Volkswagen,Tiguan,2003,215363,2.2,CVT,Hatchback,Hybrid,Black,5,29430.44
Ford,Focus,2012,107739,1.4,CVT,Wagon,Diesel,White,2,31587.57
Honda,CR-V,2017,21094,1.0,CVT,SUV,Hybrid,Blue,3,41043.92
Kia,Rio,2002,279255,3.5,Robot,Wagon,Diesel,Green,4,26704.4
Mercedes,C-Class,2008,133704,2.0,Manual,SUV,Hybrid,White,2,48414.96
Nissan,Almera,2013,132047,2.2,Automatic,Wagon,Diesel,Black,5,34282.53
Kia,Sportage,2008,76377,2.2,Robot,Wagon,Electric,Brown,3,46071.7
BMW,X3,2002,272426,2.0,Manual,Wagon,Hybrid,Brown,5,29633.4
Hyundai,Elantra,2002,268329,3.5,Manual,Coupe,Petrol,Blue,4,21169.26
Ford,Kuga,2004,134643,2.4,Automatic,Sedan,Hybrid,Green,5,41283.63
BMW,5 Series,2020,133846,3.5,Manual,Coupe,Petrol,Red,3,45602.06
Honda,Civic,2002,27182,1.6,Automatic,Wagon,Electric,Blue,3,44932.82
Kia,Sorento,2013,45909,2.7,Robot,SUV,Diesel,Black,5,39061.63
Volkswagen,Passat,2023,178373,1.0,Robot,Hatchback,Hybrid,Grey,4,46211.37
Kia,Cerato,2020,286881,5.0,Manual,SUV,Hybrid,Silver,2,59523.44
Toyota,Corolla,2022,242936,2.4,Robot,Sedan,Petrol,Red,3,38750.65
Mercedes,C-Class,2018,128574,5.0,Robot,Wagon,Petrol,Grey,3,53714.86
Kia,Sorento,2015,209112,2.4,Manual,Coupe,Petrol,Grey,2,33186.77
Mercedes,C-Class,2015,54457,1.2,Automatic,Coupe,Petrol,Brown,4,49163.21
BMW,3 Series,2000,273482,2.4,Robot,Sedan,Electric,Black,2,33047.37
Mercedes,GLC,2018,204933,3.0,CVT,Sedan,Electric,White,3,47808.7
Toyota,Corolla,2000,81238,2.4,Automatic,Hatchback,Diesel,White,4,29551.76
Kia,Sorento,2014,281451,2.0,Robot,Hatchback,Diesel,Silver,4,29537.0
Audi,Q7,2014,90214,2.0,Robot,Hatchback,Hybrid,Silver,3,47678.39
Toyota,Camry,2005,173708,2.5,Robot,Sedan,Electric,Green,4,28834.74
Ford,Focus,2000,248066,4.0,Manual,Hatchback,Hybrid,Red,2,25881.94
BMW,3 Series,2007,142876,1.4,Automatic,Coupe,Hybrid,Brown,2,33621.05
Honda,CR-V,2003,13898,2.4,Manual,Wagon,Electric,White,4,35410.45
Kia,Sportage,2005,174458,1.0,CVT,Coupe,Electric,Red,5,34248.17
Toyota,Land Cruiser,2020,63271,2.5,Automatic,Wagon,Petrol,Silver,3,39830.64
Nissan,Patrol,2008,274604,1.4,Automatic,SUV,Hybrid,Silver,2,35627.25
Ford,Kuga,2000,262329,2.0,CVT,Hatchback,Hybrid,Brown,3,22488.73
Volkswagen,Tiguan,2006,225152,2.5,Manual,SUV,Hybrid,Green,4,32821.81
Honda,Accord,2005,79570,1.0,Automatic,Coupe,Hybrid,Grey,5,25922.15
Honda,CR-V,2011,207275,2.2,Robot,Wagon,Diesel,Brown,3,29580.07
Ford,Focus,2008,30568,2.2,Manual,SUV,Electric,Silver,5,49485.46
Kia,Cerato,2019,96429,4.0,Automatic,Wagon,Diesel,Grey,2,38202.04
Volkswagen,Tiguan,2002,51529,1.5,Automatic,SUV,Electric,Brown,3,39942.8
Hyundai,Solaris,2021,164704,1.8,CVT,Hatchback,Petrol,Brown,2,35851.0
Mercedes,GLE,2007,814,3.5,Robot,Hatchback,Hybrid,Green,3,55035.17
Toyota,Corolla,2015,86390,1.6,Robot,Coupe,Diesel,Black,3,42334.27
Toyota,Camry,2018,123355,2.7,Manual,Sedan,Electric,Black,5,59749.8
Kia,Cerato,2022,61377,2.2,Automatic,Sedan,Electric,Brown,3,61685.21
Kia,Rio,2008,47582,2.4,Robot,Wagon,Diesel,Green,2,33895.52
Hyundai,Tucson,2012,132844,5.0,CVT,Sedan,Hybrid,White,3,49240.11
Nissan,Almera,2007,1046,4.0,CVT,Sedan,Diesel,Brown,5,45718.47
Kia,Sportage,2014,235787,2.7,Manual,Wagon,Electric,Black,2,36524.98
Kia,Rio,2007,203074,1.6,Automatic,SUV,Petrol,Grey,2,27632.06
Honda,CR-V,2014,176251,1.8,Automatic,Wagon,Electric,White,5,37429.83
Volkswagen,Touareg,2003,80260,2.0,Automatic,Hatchback,Diesel,Brown,2,30521.35
Mercedes,GLE,2022,107904,3.5,Manual,Sedan,Diesel,Brown,4,45503.33
BMW,X3,2000,212875,2.7,Manual,Sedan,Electric,Blue,4,34786.43
Ford,Focus,2004,237445,1.2,Manual,Sedan,Diesel,Grey,3,20490.01
Ford,Kuga,2013,207932,1.8,Robot,Coupe,Hybrid,Silver,2,33687.17
Honda,Civic,2011,70408,3.0,Automatic,Wagon,Hybrid,Black,3,43649.02
Nissan,Almera,2012,108853,2.0,Robot,Sedan,Petrol,Black,5,37701.97
Mercedes,C-Class,2009,160811,2.7,Automatic,SUV,Diesel,White,4,39392.56
Kia,Rio,2001,238841,4.0,CVT,Hatchback,Hybrid,Black,5,29737.74
Honda,Accord,2012,299480,2.7,CVT,Wagon,Petrol,Green,5,32202.3
Volkswagen,Passat,2016,125355,1.4,CVT,Coupe,Hybrid,Black,3,50620.76
BMW,3 Series,2003,133001,1.2,CVT,Coupe,Hybrid,Blue,5,39580.86
BMW,X5,2005,209708,3.0,Robot,Sedan,Diesel,Blue,4,28145.65
Audi,A4,2013,244443,3.0,Robot,Wagon,Diesel,Silver,3,42260.76
Mercedes,C-Class,2017,154226,2.0,Manual,Hatchback,Diesel,Silver,2,42637.55
Kia,Sportage,2000,88327,2.0,CVT,SUV,Diesel,Red,4,29275.43
Hyundai,Solaris,2000,25090,1.8,Robot,Hatchback,Petrol,Brown,5,32891.68
Mercedes,GLC,2015,111113,2.0,CVT,Hatchback,Hybrid,Grey,4,56951.48
Kia,Rio,2004,121638,2.7,Robot,Sedan,Diesel,Black,3,27312.64
Audi,Q7,2015,292485,1.8,Robot,Coupe,Hybrid,Silver,5,45333.85
Volkswagen,Golf,2016,292641,3.0,Robot,Hatchback,Hybrid,Brown,4,33806.57
Hyundai,Elantra,2021,244790,2.2,Manual,Coupe,Hybrid,Silver,3,44338.17
Hyundai,Solaris,2005,284501,1.4,CVT,SUV,Electric,Blue,5,30991.69
Kia,Sportage,2020,85275,4.0,Robot,Wagon,Petrol,White,3,53588.95
BMW,3 Series,2013,5566,2.7,Manual,Wagon,Petrol,Silver,4,56858.43
Hyundai,Santa Fe,2009,183501,2.2,CVT,SUV,Diesel,White,3,27337.89
Honda,CR-V,2001,209836,5.0,Automatic,Hatchback,Diesel,Grey,4,26639.17
Hyundai,Tucson,2013,210590,3.5,CVT,Coupe,Petrol,Grey,4,38253.03
Kia,Sorento,2002,228845,2.4,CVT,Wagon,Petrol,Grey,5,19954.55
BMW,5 Series,2015,93366,1.8,Manual,Hatchback,Electric,White,5,54580.33
Audi,A4,2019,111414,2.5,CVT,Hatchback,Petrol,White,4,48299.05
Hyundai,Tucson,2008,47234,2.5,Robot,Coupe,Diesel,Brown,5,45415.7
Kia,Sportage,2023,33103,2.5,CVT,Sedan,Hybrid,Brown,3,59658.39
Kia,Sorento,2002,78727,2.7,Automatic,SUV,Petrol,Blue,5,27735.43
Volkswagen,Passat,2010,96993,5.0,Automatic,Wagon,Electric,Green,5,51973.17
Kia,Cerato,2023,245579,1.6,Automatic,Coupe,Hybrid,Brown,5,42388.29
Honda,Accord,2015,224864,2.7,Automatic,SUV,Electric,Red,2,45816.18
Honda,Accord,2021,194308,3.0,CVT,Wagon,Diesel,Brown,5,37010.34
Mercedes,C-Class,2003,34121,1.5,Manual,Coupe,Electric,Green,2,51049.33
BMW,X3,2016,83404,5.0,CVT,SUV,Electric,Red,2,81923.69
Ford,Focus,2002,637,2.7,Automatic,Sedan,Petrol,Grey,3,34070.26
Toyota,Camry,2001,256286,1.5,Automatic,SUV,Diesel,Blue,2,21832.18
BMW,3 Series,2009,215730,2.5,Robot,Sedan,Electric,Grey,3,41545.55
Honda,CR-V,2004,235113,1.8,CVT,Wagon,Diesel,Silver,3,24063.47
Mercedes,E-Class,2007,33580,3.5,Robot,Sedan,Hybrid,White,4,53106.74
Toyota,RAV4,2019,93402,5.0,Automatic,Sedan,Petrol,Blue,4,61615.03
Audi,A4,2020,65121,1.2,CVT,Wagon,Electric,Brown,2,63311.46
Nissan,Teana,2017,164515,2.2,Automatic,Wagon,Diesel,Blue,5,36918.77
Ford,Focus,2000,287793,1.5,CVT,Wagon,Petrol,Grey,5,15606.15
Kia,Sportage,2005,24236,2.0,CVT,Coupe,Electric,White,3,42261.54
Audi,A4,2009,178742,2.4,CVT,Coupe,Electric,Silver,5,36991.09
Mercedes,E-Class,2002,118336,1.2,Manual,Coupe,Electric,White,2,44488.44
BMW,X5,2020,143842,2.5,Automatic,Hatchback,Diesel,Red,3,51323.24
Volkswagen,Passat,2021,155579,3.5,Automatic,Coupe,Hybrid,Blue,4,48463.32
Kia,Sportage,2017,274841,1.8,Robot,Hatchback,Electric,Black,5,35318.51
Kia,Cerato,2012,299393,2.5,Automatic,Coupe,Petrol,Grey,2,27793.9
Honda,CR-V,2015,25402,1.8,Automatic,Wagon,Diesel,Brown,3,47837.59
Ford,Mondeo,2004,90439,1.8,Manual,Wagon,Diesel,Red,3,31678.24
Audi,Q5,2016,295868,1.0,Manual,Coupe,Electric,Green,3,39092.24
Ford,Mondeo,2020,195333,3.5,Automatic,SUV,Petrol,Green,2,42669.38
Nissan,Teana,2022,166402,1.0,CVT,Sedan,Petrol,Green,4,37361.62
Mercedes,C-Class,2002,38977,4.0,Manual,Coupe,Hybrid,Black,4,51863.1
